,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
40,1,73.0,1,2008,76.0,1,1,0,5,74.0,1,465,570,415,0.356536487724475,575,-1,346,-1,-1,-1,-1,-1.5953,-0.1206,0.3174,0.2727,-1.4356,60000
41,1,91.0,3,2008,83.0,3,1,0,1,71.0,0,475,495,565,0.930370607202691,565,-1,-1,-1,-1,-1,-1,1.1283,0.6568,-0.344,-0.7603,-0.4455,165000
42,1,65.0,1,2007,47.6,1,1,1,0,63.0,0,415,365,475,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.2009,-0.7473,0.3817,0.5323,0.3444,180000
43,1,70.16,4,2007,66.8,4,1,1,0,69.7,0,275,485,530,0.486747008438193,475,-1,376,-1,-1,-1,-1,-0.4463,-1.1196,0.01,0.5262,-0.0943,150000
44,1,74.6,1,2005,80.8,1,1,0,3,72.45,0,535,415,635,0.960603251997053,-1,466,-1,-1,-1,-1,-1,0.8192,0.3448,1.1074,-0.1727,1.4502,370000
45,1,66.5,4,2008,66.4,4,1,0,7,66.0,0,500,560,560,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-0.5719,0.8351,0.2477,-0.6428,-0.4455,145000
46,1,78.4,1,2009,58.4,1,1,0,7,76.5,0,545,535,605,0.986525019020638,-1,-1,-1,580,-1,-1,-1,-0.3027,1.5444,0.3174,1.5404,0.8637,100000
47,1,62.0,3,2002,62.0,3,1,1,0,72.02,0,505,445,575,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.0464,0.2668,-1.7954,-0.6428,-1.2354,300000
48,1,52.93,4,2008,64.0,4,1,0,5,73.0,0,325,375,370,0.911395278391328,495,-1,500,-1,-1,-1,-1,0.2718,-0.1206,0.3174,-1.8824,-0.4776,240000
49,1,82.0,3,2008,81.0,3,1,0,4,64.0,0,625,585,530,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.7419,0.8128,-1.6502,-0.8778,-0.2875,500000
50,1,78.0,3,2008,69.0,3,1,0,3,75.0,1,355,485,425,0.0587928000083534,325,200,-1,-1,-1,-1,-1,-0.2628,-0.5913,-0.1988,1.2374,-0.168999999999999,300000
51,1,65.0,4,2008,65.4,4,0,0,2,67.72,0,490,615,725,0.744758354008939,595,-1,438,-1,-1,-1,-1,-0.3027,-0.7866,-1.527,1.9207,-1.6273,300000
52,1,70.2,0,2007,68.4,0,0,0,4,60.4,0,544,415,504,0.0587928000083534,335,200,-1,-1,-1,-1,-1,-0.5719,-0.2793,0.672,-0.6428,-0.2875,510000
53,0,93.0,4,2010,89.0,4,1,0,5,83.0,0,345,495,325,0.622642915849938,445,-1,407,-1,-1,-1,-1,-0.7335,0.0459,-0.1437,1.0333,-0.8608,150000
54,1,53.4,1,2010,66.0,1,1,0,5,60.62,0,300,520,330,0.744758354008939,335,-1,438,-1,-1,-1,-1,-0.3027,0.2124,1.0859,1.1601,-0.4776,240000
55,1,84.2,0,2008,78.6,0,1,0,3,64.45,0,525,605,595,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-2.272,0.2668,-0.9245,1.0024,0.6603,145000
56,1,71.5,3,2007,60.0,1,1,0,2,68.74,0,415,355,455,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.51,1.1248,-0.7794,-0.2609,-0.6035,240000
57,1,81.5,4,2009,80.2,4,1,0,2,82.0,1,430,510,415,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.7027,-1.1196,-0.1437,0.3995,0.2889,310000
58,1,63.0,1,2008,66.0,1,1,0,1,65.55,0,435,465,465,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-3.6631,-2.1513,0.0914,1.32552999999999,-1.2354,450000
59,1,74.0,3,2004,86.1,3,1,1,0,76.0,0,405,385,585,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.8083,-0.5913,-0.9245,-0.0552,0.3444,380000
60,0,91.6,4,2010,86.5,4,1,0,3,80.2,1,465,510,570,0.783303536670298,445,388,-1,-1,-1,484,-1,-0.159,1.2114,0.4711,-1.6289,0.0973,300000
61,1,87.5,4,2009,89.9,4,1,0,1,73.21,0,500,415,485,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.1282,0.8784,0.6248,-0.3612,-0.6692,300000
62,1,78.5,4,2009,83.0,4,1,0,3,77.72,0,350,470,405,0.207392169717661,355,260,-1,-1,-1,-1,-1,1.7081,0.7119,0.6248,-1.3753,0.6721,200000
63,1,79.5,4,2009,63.2,4,1,0,3,63.3,0,615,425,440,0.493596387301038,405,324,-1,-1,-1,452,-1,-0.3027,1.0449,1.3933,0.1459,0.8637,170000
64,0,71.0,3,2009,68.0,3,1,0,2,81.4,1,345,570,220,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.2718,0.3789,0.6248,-1.3753,-0.6692,95000
65,1,66.0,4,2006,61.0,4,1,0,2,72.04,0,640,500,545,0.953899775079926,464,-1,530,-1,-1,-1,-1,0.5591,1.0449,-0.1437,-0.6147,-0.8608,335000
66,1,74.0,1,2009,63.0,1,1,0,2,72.0,0,490,530,370,0.0409993103614119,405,-1,223,-1,-1,-1,-1,-1.5953,0.5454,-0.7585,0.5262,-0.6692,110000
67,1,91.0,3,2007,90.91,3,1,0,3,83.2,0,565,515,575,0.229481754911755,325,266,-1,-1,-1,-1,-1,0.6646,1.1248,1.5428,-0.4078,0.3444,450000
68,0,89.44,4,2009,75.33,4,1,0,2,68.69,0,500,425,385,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.8463,0.0459,1.7007,-0.4879,0.0973,200000
69,1,76.0,1,2010,64.0,1,1,0,2,67.0,0,555,450,470,0.486747008438193,465,-1,376,-1,-1,-1,-1,-1.1644,1.2114,0.4711,-0.1076,-0.6692,310000
70,1,77.0,4,2008,75.0,4,1,0,6,65.42,1,425,415,375,0.0684457505037512,-1,-1,-1,254,-1,-1,-1,1.4374,1.1248,1.2525,0.53233,0.4234,200000
71,1,63.0,1,2009,74.0,1,1,0,7,57.0,1,545,500,455,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.4517,-2.1186,-0.6048,0.9066,-1.6273,240000
72,0,90.33,3,2008,88.6,3,1,0,1,69.55,0,725,505,415,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.51,1.4368,-0.0537,-1.34787,0.8973,300000
73,1,76.5,4,2009,84.0,4,1,0,6,87.2,0,380,440,385,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-0.3027,-0.2871,0.01,0.0192,-0.6692,75000
74,1,70.0,3,2007,60.0,1,1,0,1,64.3,0,645,465,575,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.4173,-1.8393,-0.344,1.1199,0.1864,330000
75,1,78.0,4,2010,87.1,4,1,0,5,65.0,1,430,570,615,0.744758354008939,525,-1,438,-1,-1,-1,-1,-1.308,-1.1196,0.4711,0.0192,0.6721,140000
76,1,89.5,4,2010,73.4,4,1,0,2,70.06,1,700,505,585,0.486747008438193,485,-1,376,-1,-1,-1,-1,0.2718,0.0459,-1.0659,-2.136,-1.244,320000
77,1,56.4,0,2006,72.0,0,1,0,6,64.0,0,305,395,455,0.654107474545933,165,-1,-1,420,-1,-1,-1,0.2009,-0.9033,0.3817,0.2973,0.3444,1210000
78,1,88.67,4,2009,87.69,4,0,0,7,79.65,0,545,645,735,0.879915203272648,-1,-1,-1,-1,-1,-1,-1,-0.7335,1.5444,-0.1437,-2.136,0.6721,700000
79,1,58.33,3,2007,73.33,3,1,0,2,71.97,0,395,325,585,0.744758354008939,395,-1,438,-1,-1,-1,-1,0.8192,0.5008,0.2366,-0.05527,0.6603,120000
80,1,64.0,1,2009,66.0,1,1,0,5,69.2,0,465,390,355,0.356536487724475,355,-1,346,-1,-1,-1,-1,-0.0154,-0.2871,0.3174,0.1459,0.0973,200000
81,1,85.92,3,2007,79.87,3,1,0,1,71.07,1,495,565,454,0.968237495890543,605,-1,-1,-1,-1,-1,-1,0.0464,-0.1232,-0.4891,0.2973,0.9763,315000
82,1,88.8,1,2009,84.67,4,1,0,4,70.0,1,675,605,620,0.985461394326131,515,500,-1,-1,-1,-1,-1,-0.0154,1.0449,0.4711,1.0333,1.0554,305000
83,1,73.8,1,2008,75.4,1,1,0,3,68.56,0,405,485,680,0.376059586651545,365,300,-1,-1,-1,-1,-1,-2.272,0.0328,-0.2714,1.1199,-0.4455,335000
84,1,71.0,1,2007,58.0,1,1,0,3,70.1,0,525,465,645,0.538386892985096,385,333,-1,-1,-1,260,-1,-1.9629,0.8128,0.2366,0.6498,0.0284,410000
85,0,81.4,1,2008,74.0,1,0,0,2,76.24,1,485,525,620,0.953899775079926,535,-1,530,-1,-1,-1,-1,0.5591,0.5454,1.7007,-2.0092,1.247,200000
86,1,88.1,4,2009,91.1,4,1,0,3,68.2,1,535,435,500,0.207392169717661,305,260,-1,-1,-1,-1,-1,-0.159,0.8784,0.4711,0.2727,0.6721,315000
87,1,76.0,4,2009,72.0,4,1,0,2,63.2,0,510,355,340,0.123016731640823,285,-1,-1,-1,-1,-1,-1,-0.159,-0.2871,0.4711,0.2727,-0.4776,120000
88,0,82.3,3,2007,96.6,3,1,0,3,83.0,1,445,565,615,0.694479327708463,-1,366,-1,-1,-1,-1,-1,1.1283,1.1248,-0.344,-0.407769999999999,0.8973,310000
89,1,78.0,1,2009,68.0,1,0,0,4,72.3,0,510,590,510,0.783303536670298,395,388,-1,-1,-1,-1,-1,0.8463,-0.4536,0.3174,-0.995,0.0973,375000
90,1,66.7,4,2009,54.2,4,1,0,7,66.93,0,430,470,500,0.299597296248525,-1,260,-1,-1,-1,-1,-1,0.2718,0.3789,0.4711,-0.2344,0.4805,240000
91,1,72.0,4,2008,60.0,4,1,0,2,63.0,1,440,300,285,-1.0,-1,-1,-1,-1,-1,-1,-1,1.8517,0.8784,1.547,-0.2344,0.4805,295000
92,1,82.0,0,2008,62.3,0,1,0,6,61.0,0,565,475,464,0.0684457505037512,-1,-1,-1,254,-1,-1,-1,-1.4992,-1.2153,-0.9245,-0.5253,-1.8278,360000
93,0,58.56,3,2006,73.0,3,1,0,3,61.8,0,445,465,565,0.376059586651545,375,300,-1,-1,-1,-1,-1,0.3555,0.6568,0.9623,0.6498,0.5024,260000
94,1,58.0,4,2009,62.0,4,1,0,2,70.68,0,405,395,390,0.486747008438193,495,-1,376,-1,-1,-1,-1,-0.7335,-0.1206,0.7785,0.653,0.0973,180000
95,1,77.0,1,2007,78.0,1,1,0,2,75.03,0,500,545,665,0.842248322257836,485,-1,469,-1,-1,-1,-1,-1.4517,-0.6201,-1.8344,-0.1076,0.6721,100000
96,0,75.6,1,2010,83.2,1,1,0,2,71.1,0,475,460,530,0.744758354008939,405,-1,438,-1,-1,-1,-1,1.2772,1.5444,1.8543,1.0333,1.247,160000
97,1,75.0,3,2002,61.7,3,1,1,0,79.0,0,365,365,425,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-0.4173,-0.1232,-0.0537,-0.4078,-0.1295,310000
98,1,74.0,1,2009,66.8,1,1,0,3,68.9,0,535,505,510,0.338786347219528,-1,292,-1,-1,-1,-1,-1,-0.5899,-2.2851,-0.7585,0.0192,-2.5853,80000
99,1,92.2,2,2009,75.6,1,1,0,2,81.5,1,685,565,645,0.953899775079926,595,-1,530,-1,-1,-1,-1,1.4208,1.2114,0.3174,-1.5021,0.2889,325000
100,0,84.5,3,2008,94.1,3,1,0,5,70.95,1,485,445,575,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.4173,0.1888,0.5269,-1.1422,0.0284,400000
101,1,89.4,1,2009,75.6,4,1,0,6,82.53,1,590,610,635,0.840840968763718,-1,-1,-1,473,-1,-1,-1,0.8463,0.0459,0.7785,-1.8824,0.4805,475000
102,1,76.2,1,2010,88.0,4,1,0,5,69.8,0,450,510,620,0.744758354008939,315,-1,438,-1,-1,-1,-1,1.4208,-0.1206,0.4711,-1.3753,1.6302,180000
103,0,85.33,1,2008,78.2,1,1,0,3,77.25,0,605,404,454,0.824666400671332,-1,400,407,-1,-1,-1,-1,1.0896,1.5928,0.672,-1.05407,0.1864,250000
104,1,72.0,1,2010,64.0,1,1,1,0,72.0,0,490,410,485,0.450876584483451,395,-1,-1,-1,-1,-1,-1,1.1336,0.3789,-0.1437,-0.8682,-0.4776,150000
105,1,45.6,3,2007,73.6,3,1,1,0,85.2,0,365,385,454,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.6646,0.3448,-1.0697,0.2973,-0.9194,100000
106,1,86.5,4,2010,82.5,4,1,0,5,61.86,1,490,395,485,0.911395278391328,425,-1,500,-1,-1,-1,-1,-0.0154,-0.6201,-0.2974,0.7798,-1.8189,300000
107,1,75.83,3,2006,68.83,3,1,0,5,55.6,1,525,575,655,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-2.8903,1.2808,0.8171,-0.8778,0.3444,465000
108,1,69.4,3,2007,63.0,3,1,0,3,61.0,0,375,465,265,0.0233121682429863,-1,166,-1,-1,-1,260,-1,-1.1901,0.1888,-1.5051,-1.34787,-0.7615,200000
109,1,64.0,1,2010,61.0,2,1,0,7,63.0,0,455,505,465,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.7389,-1.2861,-1.3733,-0.6147,-0.4776,360000
110,1,85.0,0,2006,73.8,0,1,0,3,77.0,0,505,485,615,0.824666400671332,405,400,-1,-1,-1,-1,-1,-0.5719,-1.0593,-0.1988,1.1199,1.1343,400000
111,1,85.6,3,2006,90.6,3,1,0,3,68.4,1,395,425,575,0.229481754911755,435,266,-1,-1,-1,-1,-1,0.8192,0.5008,0.3817,-0.0552,-0.2875,720000
112,1,80.6,2,2005,91.0,2,1,0,5,73.06,0,485,505,375,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.51,1.7488,0.2366,-1.2303,0.9763,505000
113,0,78.0,0,2007,68.0,0,1,0,1,68.0,0,365,515,645,0.979521744319216,625,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.5008,0.9623,-0.7603,-0.1295,380000
114,0,69.0,1,2009,72.2,1,1,0,2,69.78,1,370,500,455,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.5591,0.2124,-0.4511,-1.3753,0.6721,375000
115,1,89.56,3,2006,85.0,3,1,0,3,67.45,1,485,315,545,0.694479327708463,345,366,-1,-1,-1,-1,-1,-3.0448,-1.0593,-0.6343,0.7673,0.1864,290000
116,1,83.2,1,2008,72.3,1,1,0,2,68.0,1,545,620,515,0.960903087163164,595,-1,-1,-1,-1,-1,-1,0.4155,1.0449,1.3933,-0.4879,-0.0943,350000
117,1,51.0,3,2004,48.0,3,1,1,0,59.0,0,275,365,395,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.2009,-0.2793,0.2366,1.4724,0.0284,100000
118,1,60.7,4,2008,65.66,4,1,1,0,77.7,0,545,535,470,-1.0,-1,-1,-1,-1,-1,-1,-1,0.1282,1.0449,-0.2974,-0.995,0.4805,230000
119,1,76.0,3,2006,75.0,3,1,0,5,65.48,0,375,535,575,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.6646,-0.1232,1.5428,0.0623,0.3444,315000
120,1,91.0,1,2010,91.2,1,1,0,3,86.0,0,675,655,585,0.783303536670298,485,388,-1,-1,-1,-1,-1,0.8463,0.8784,-0.1437,-0.7415,-1.0524,615000
121,1,90.6,4,2009,79.3,4,1,0,2,65.7,1,430,350,475,0.622642915849938,515,-1,407,-1,-1,-1,-1,1.4208,1.2114,1.2396,-1.1218,1.247,200000
122,1,63.0,2,2010,62.0,1,1,0,5,62.44,0,380,510,515,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.4517,-1.2861,-0.1437,1.1601,-1.4356,180000
123,1,63.0,4,2010,63.0,4,1,0,6,63.0,1,300,435,390,0.0329370177076901,-1,-1,-1,223,-1,-1,-1,1.8517,-0.2871,1.0859,1.6672,-0.2859,260000
124,1,75.4,1,2004,68.2,1,1,0,5,80.0,0,555,535,655,0.916869961103619,555,-1,-1,-1,-1,-1,-1,1.2828,1.1248,-0.6343,-1.3478,1.1343,1110000
125,1,81.8,1,2006,71.8,1,1,0,4,64.5,0,415,525,625,0.824666400671332,-1,400,-1,-1,-1,366,-1,-1.8083,-0.2793,-0.6343,0.0623,-0.1295,170000
126,1,75.85,4,2009,77.2,4,1,0,5,80.0,1,525,530,520,0.979521744319216,625,-1,-1,-1,-1,-1,-1,-0.159,0.8784,1.0859,-0.995,1.0554,180000
127,1,91.6,1,2010,85.6,1,0,0,3,72.7,1,590,575,635,0.649389714846691,525,356,-1,-1,-1,-1,-1,1.1336,0.5454,0.01,-2.0092,0.8637,340000
128,1,66.0,3,2006,55.0,3,1,0,1,66.0,1,405,585,415,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.0537,1.4724,1.4502,145000
129,1,50.0,1,2010,57.0,1,1,0,5,65.06,0,395,425,425,0.744758354008939,385,-1,438,-1,-1,-1,-1,0.4155,-0.6504,0.3034,0.653,-0.4392,120000
130,0,89.2,3,2007,86.25,4,1,0,3,76.0,0,465,595,575,0.376059586651545,395,300,-1,-1,-1,313,-1,0.3555,0.9688,0.3817,-1.3478,0.1864,180000
131,1,93.8,1,2009,76.0,1,0,0,3,72.5,1,615,415,680,0.338786347219528,425,292,-1,-1,-1,393,-1,1.5644,1.5444,1.8543,-0.3612,0.0973,325000
132,1,76.66,4,2004,64.33,4,1,0,6,72.02,0,615,525,430,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.5899,0.5454,0.3174,-0.7415,-0.8608,95000
133,1,90.4,1,2009,84.6,1,1,0,6,83.5,0,430,375,530,0.986525019020638,-1,-1,-1,580,-1,-1,-1,-1.8083,-1.9953,-2.521,1.0747,-2.0253,205000
134,0,90.8,1,2009,82.6,1,1,0,2,64.66,0,485,535,590,0.911395278391328,535,-1,500,-1,-1,-1,-1,0.99,1.2114,1.2396,-2.643,1.6302,280000
135,1,82.67,4,2008,74.92,4,1,0,1,61.36,1,580,470,425,0.911395278391328,535,-1,500,-1,-1,-1,-1,1.7081,1.0449,1.547,0.0192,0.6721,215000
136,1,94.16,4,2009,95.5,4,1,0,3,83.62,1,380,475,575,0.538386892985096,375,333,-1,-1,473,-1,-1,0.8463,1.2114,0.1637,-0.7415,1.0554,200000
137,1,74.6,4,2007,81.6,4,1,0,2,67.8,0,440,425,415,0.356536487724475,465,-1,346,-1,-1,-1,-1,-0.159,0.2124,-1.0659,-0.4879,0.2889,350000
138,1,61.73,3,2008,60.0,3,1,0,1,63.33,0,455,395,385,0.308400582860308,355,366,-1,-1,-1,-1,-1,-0.2628,-0.4353,1.2525,0.0623,-0.9194,190000
139,1,78.0,1,2007,63.0,1,1,0,5,68.1,0,454,535,464,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-1.0355,0.8128,-1.2148,1.0024,1.6082,520000
140,1,74.0,3,2005,64.0,3,1,0,3,53.0,1,445,455,405,0.538386892985096,325,333,-1,366,-1,-1,340,1.1283,-0.4353,0.3817,0.1798,0.5024,335000
141,1,72.0,4,2007,60.0,4,1,0,1,64.0,1,345,375,315,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-1.1128,-1.3713,-0.344,1.1492,-2.6572,220000
142,1,85.6,1,2006,79.4,1,0,0,7,67.23,0,525,525,565,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-1.9629,-1.9953,-1.6502,0.6498,-1.2354,450000
143,1,89.4,1,2006,68.0,1,1,0,3,68.3,1,635,525,525,0.694479327708463,385,366,-1,-1,-1,313,-1,0.0464,0.3448,0.9623,-0.2902,0.5024,445000
